ApplicationDate,Age,AnnualIncome,CreditScore,LoanAmount,LoanDuration,EducationLevel,Experience,EmploymentStatus,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
9/1/2019,18,17186,493,27782,108,High School,0,Employed,Divorced,0,Other,664,0.40948595,2,1,0.290807034,0,Debt Consolidation,0,24,6,1686,397,40729,38928,1432.166667,0.869079111,5,1801,0.326282,0.299221614,744.8505822,0.983719713,0,57
9/2/2019,57,28997,583,26559,36,Associate,38,Employed,Married,0,Rent,192,0.331289231,3,0,0.313508353,0,Auto,0,19,4,7829,1360,79841,8246,2416.416667,0.83346947,4,71595,0.220059,0.179072694,958.9364468,0.476298836,0,57
9/3/2019,47,134094,648,28507,48,Master,25,Employed,Single,0,Own,145,0.024062836,3,2,0.378081606,0,Education,0,22,18,1324,431,138254,36531,11174.5,0.809446293,4,101723,0.199507,0.222201993,901.5550944,0.093655653,1,35.2
9/4/2019,39,45293,634,22880,72,Master,16,Employed,Single,3,Own,364,0.159990115,3,1,0.249754874,0,Education,0,26,21,28744,195,167204,10505,3774.416667,0.844971972,2,156699,0.22088,0.248763531,614.587794,0.259268618,0,45
9/5/2019,43,75736,595,22222,12,Bachelor,22,Employed,Divorced,2,Rent,339,0.324793183,2,1,0.2073315,0,Other,0,31,26,4280,2587,15147,6905,6311.333333,0.786930822,4,8242,0.189722,0.196695983,2055.011659,0.379319477,0,52
9/6/2019,26,46480,549,29007,48,Associate,4,Unemployed,Widowed,1,Own,280,0.117017789,1,2,0.244492727,1,Debt Consolidation,0,19,18,21602,2067,39793,12666,2367.166667,0.933904665,9,27127,0.249507,0.281466848,1013.392352,0.546388377,0,67
9/7/2019,69,97919,534,39904,24,Bachelor,47,Employed,Married,0,Own,505,0.393859771,3,2,0.402675204,1,Debt Consolidation,0,29,17,2395,551,43433,25216,8159.916667,0.847294393,4,18217,0.247904,0.224407173,2078.840801,0.316650391,0,67
9/8/2019,41,33513,575,29342,60,Bachelor,19,Employed,Single,0,Mortgage,364,0.282977599,5,0,0.342579572,0,Auto,0,22,27,2727,132,18096,7260,2792.75,0.891021274,5,10836,0.246842,0.252626144,865.7499173,0.440336556,0,55
9/9/2019,41,41344,517,10944,36,High School,18,Employed,Divorced,2,Mortgage,155,0.491175003,5,3,0.512040543,0,Other,0,20,28,2140,254,113568,18936,3445.333333,0.699557111,6,94632,0.237444,0.213496464,414.2832323,0.165233136,1,46.4
9/10/2019,48,55698,465,10087,36,Bachelor,25,Employed,Married,0,Rent,394,0.147941889,6,3,0.067976703,0,Home,0,26,13,2990,3821,40536,9417,4641.5,0.625211899,3,31119,0.262587,0.263531781,408.3116199,0.172856107,0,49
9/11/2019,45,17540,561,25819,60,Bachelor,27,Employed,Single,0,Mortgage,243,0.211892799,3,1,0.305124034,0,Debt Consolidation,0,21,14,4332,329,76943,7278,1461.666667,0.837737349,9,69665,0.250319,0.216671837,708.2155997,0.650774641,0,54
9/12/2019,42,62851,555,19399,48,Master,18,Employed,Married,3,Own,148,0.10220783,0,1,0.095862989,0,Home,0,27,14,1280,957,22910,60139,5237.583333,0.770943085,6,9352,0.236899,0.264863041,659.4006581,0.154155191,0,49
9/13/2019,30,27864,499,37698,36,High School,8,Employed,Single,0,Rent,329,0.096362834,4,1,0.170976823,0,Home,0,23,1,5024,4658,9712,24305,2322,0.83622303,5,1940,0.273198,0.288661668,1577.018331,0.820851995,0,55
9/14/2019,45,83417,569,30023,84,Associate,19,Unemployed,Single,2,Other,980,0.536113587,3,0,0.170450268,0,Home,0,29,13,992,1237,154487,6388,6951.416667,0.671550529,4,148099,0.270523,0.271511352,801.7047577,0.256308152,0,49
9/15/2019,62,68487,659,8489,60,Bachelor,42,Unemployed,Married,0,Other,347,0.321450009,7,2,0.456933975,0,Home,1,23,4,392,3451,9025,1191,5707.25,0.622865334,5,7834,0.183989,0.182377198,216.6640985,0.098762819,0,62
9/16/2019,56,44238,595,23345,72,Bachelor,35,Self-Employed,Married,2,Mortgage,433,0.128324271,1,0,0.386942294,0,Debt Consolidation,0,25,5,324,2847,164007,200877,3686.5,0.846567569,3,9443,0.240845,0.289014,685.8648943,0.303503294,0,59
9/17/2019,59,113834,566,17034,108,Bachelor,37,Employed,Single,0,Own,303,0.251214882,2,1,0.627911616,0,Home,0,26,1,2666,10468,84243,12836,9486.166667,0.566838631,1,71407,0.279034,0.2316068,376.5366591,0.071634485,1,47.2
9/18/2019,33,15000,580,26269,48,High School,10,Employed,Single,1,Own,974,0.773982536,5,3,0.117385112,0,Other,0,20,11,4295,855,133322,3845,1250,0.811457046,7,129477,0.231269,0.185995348,779.9058357,1.403124669,0,50
9/19/2019,28,143624,578,20862,72,High School,9,Employed,Married,1,Own,414,0.15744005,6,1,0.346142582,0,Debt Consolidation,0,27,24,6039,718,168227,15860,11968.66667,0.839308625,3,152367,0.246862,0.259002436,573.5424516,0.082510649,1,37.6
9/20/2019,38,154460,632,35260,60,Bachelor,17,Employed,Divorced,1,Rent,314,0.298898082,5,0,0.119482088,0,Auto,0,23,1,1181,1320,38769,51126,12871.66667,0.736164877,6,2983,0.22426,0.235309617,1004.7818,0.10245618,1,39.2
9/21/2019,40,40241,586,28322,48,Master,16,Employed,Married,0,Mortgage,456,0.139119539,2,1,0.340298772,0,Debt Consolidation,0,26,21,1863,4830,25822,17080,3353.416667,0.72870785,5,8742,0.230322,0.236069625,917.2060343,0.409494605,0,54
9/22/2019,53,87051,563,38590,72,Bachelor,32,Employed,Single,0,Other,519,0.329656055,1,2,0.412557718,0,Home,0,19,22,1276,2086,14131,31049,7254.25,0.922204439,5,10697,0.27209,0.305357626,1174.309169,0.233423051,0,55
9/23/2019,19,64805,531,40080,96,Bachelor,0,Employed,Widowed,3,Rent,103,0.390739148,1,1,0.188465107,0,Home,0,18,12,411,3423,58371,4817,5400.416667,0.895859108,3,53554,0.30958,0.298592169,1101.33822,0.223008389,0,48
9/24/2019,58,15692,683,13545,48,Doctorate,36,Employed,Divorced,0,Own,443,0.430792858,2,1,0.337539604,0,Home,0,24,12,8262,632,55631,10297,1307.666667,0.721358802,5,45334,0.167045,0.15143013,377.9501498,0.627797718,0,51
9/25/2019,38,44243,485,53994,24,Associate,17,Employed,Single,1,Mortgage,308,0.509606713,0,2,0.348997534,0,Debt Consolidation,0,30,25,1052,5710,26611,20989,3686.916667,0.700782129,5,5622,0.286494,0.265716089,2924.49258,0.876746852,0,56
9/26/2019,34,19199,604,22750,48,Bachelor,10,Self-Employed,Married,0,Mortgage,340,0.214920697,2,1,0.403980014,0,Auto,0,21,21,2881,2741,75498,48696,1599.916667,0.770213399,5,26802,0.21575,0.206103123,699.7099138,0.649852543,0,58
9/27/2019,27,15000,579,29452,48,High School,1,Employed,Married,0,Mortgage,827,0.286551569,3,0,0.178800111,0,Home,1,23,1,1114,269,130431,6568,1250,0.834332528,2,123863,0.234952,0.230948318,945.5108354,1.418008668,0,58
9/28/2019,20,42675,612,12555,96,Master,0,Employed,Married,0,Mortgage,647,0.369887367,3,2,0.275118151,0,Debt Consolidation,0,32,16,1746,204,84874,26683,3556.25,0.914657911,3,58191,0.241555,0.206699436,268.3364277,0.257388099,0,48
9/29/2019,49,44015,640,41211,48,Bachelor,24,Employed,Married,2,Other,382,0.038310455,2,1,0.078378372,0,Debt Consolidation,0,31,20,3810,780,38226,22710,3667.916667,0.681140167,6,15516,0.216211,0.245059731,1355.107741,0.473595204,0,47
9/30/2019,40,88296,512,21632,24,Associate,14,Self-Employed,Single,3,Own,225,0.275873699,3,0,0.201600201,0,Home,0,27,14,1746,2808,45215,221282,7358,0.819561969,3,3845,0.240632,0.236904874,1140.368585,0.185562461,1,43.2
10/1/2019,24,29791,549,32626,96,High School,3,Employed,Married,3,Mortgage,431,0.101384408,8,0,0.444191469,0,Home,0,21,17,2964,2121,132410,39855,2482.583333,0.915457411,8,92555,0.293126,0.288034032,872.6369882,0.525113083,0,55
10/2/2019,24,31740,471,47075,36,Associate,0,Employed,Widowed,0,Mortgage,484,0.217732696,5,3,0.475981777,0,Home,1,25,15,9582,617,41697,29286,2645,0.833917726,6,12411,0.296575,0.289813545,1972.234115,0.928632936,0,63
10/3/2019,35,94036,616,49258,24,High School,16,Employed,Married,3,Own,526,0.474714819,1,0,0.747766668,0,Education,0,23,15,10086,820,21733,39070,7836.333333,0.737318076,3,5697,0.216258,0.204824416,2518.649902,0.388529912,0,55
10/4/2019,60,48350,641,13081,60,Associate,37,Employed,Married,1,Rent,157,0.247917782,0,2,0.285788439,0,Home,0,17,24,12105,885,19183,12869,4029.166667,0.705941314,9,6314,0.197581,0.226949203,366.4703302,0.129920247,0,50
10/5/2019,36,39711,626,22891,48,Doctorate,14,Self-Employed,Married,4,Mortgage,786,0.032430366,1,1,0.258617108,0,Other,0,28,13,1185,1910,156006,27947,3309.25,0.731069873,4,128059,0.204891,0.225185056,727.6647065,0.457404157,0,48
10/6/2019,21,60284,497,21401,24,High School,0,Employed,Single,1,Mortgage,324,0.145094349,4,1,0.086502069,0,Other,0,33,16,1513,399,68851,12930,5023.666667,0.877286353,4,55921,0.247901,0.278515818,1173.050806,0.29799963,0,47
10/7/2019,37,80125,642,9578,120,Bachelor,12,Unemployed,Married,0,Own,207,0.178054514,8,1,0.175436736,0,Other,0,30,6,6925,1049,119544,11297,6677.083333,0.814504997,6,108247,0.243578,0.23304758,206.551661,0.061935974,1,36.8
10/8/2019,36,44970,587,40175,84,High School,12,Employed,Married,1,Own,368,0.190734526,4,0,0.385467636,0,Home,0,31,17,7059,1482,26183,13320,3747.5,0.675412962,6,12863,0.271675,0.290500445,1123.172112,0.397911171,0,54
10/9/2019,18,63764,565,23507,24,Bachelor,0,Employed,Single,2,Other,359,0.162727691,2,0,0.452355506,0,Other,0,26,28,2150,3072,20660,20805,5313.666667,0.791839188,6,4310,0.216007,0.227672531,1228.424694,0.298743748,0,55
10/10/2019,39,22669,604,14958,36,Bachelor,15,Employed,Married,2,Mortgage,426,0.389162939,3,1,0.108809935,0,Education,0,19,14,6549,1888,19757,41408,1889.083333,0.687367007,6,9878,0.197958,0.209963701,563.5157798,0.523807374,0,49
10/11/2019,37,29503,576,18886,60,High School,14,Employed,Married,4,Mortgage,527,0.853358954,4,1,0.251571629,0,Debt Consolidation,0,27,27,16163,1695,291811,9046,2458.583333,0.825182354,5,282765,0.235886,0.236025415,538.9635595,0.433568204,0,51
10/12/2019,48,167579,623,12674,60,Master,26,Employed,Married,1,Mortgage,1230,0.278642153,1,0,0.232099834,0,Home,0,24,27,7317,678,43377,171991,13964.91667,0.846845822,5,8655,0.206174,0.2474088,370.0757954,0.114578256,1,37.6
10/13/2019,62,15000,577,27612,24,Bachelor,37,Employed,Single,1,Rent,310,0.291980417,2,0,0.275317683,0,Auto,0,24,4,948,399,64227,3026,1250,0.958847943,7,61201,0.214112,0.202038171,1408.08571,1.374468568,0,55
10/14/2019,53,38978,624,16179,60,Doctorate,27,Employed,Married,5,Rent,437,0.460326341,4,1,0.176491155,0,Education,0,26,5,1062,1782,39861,73163,3248.166667,0.679185321,9,4136,0.209179,0.208102323,435.9709846,0.268758064,0,51
10/15/2019,36,19546,501,19910,120,High School,14,Employed,Single,0,Mortgage,136,0.044074009,4,0,0.161769478,0,Home,0,22,18,5440,739,24278,83305,1628.833333,0.790592363,5,3378,0.32441,0.323959495,560.4238533,0.427559922,0,51
10/16/2019,26,43237,548,18672,48,Associate,3,Employed,Divorced,2,Own,370,0.022534058,5,0,0.094254969,1,Auto,1,18,24,16493,692,17185,42372,3603.083333,0.932863723,10,4746,0.239672,0.207783222,575.9674645,0.262543876,0,68
10/17/2019,70,114947,661,46798,36,Doctorate,47,Employed,Single,2,Mortgage,493,0.21769309,2,0,0.011739556,0,Debt Consolidation,1,22,19,4653,534,5187,15398,9578.916667,0.918734258,3,10808,0.201298,0.204196353,1749.203651,0.234076956,0,49
10/18/2019,40,98180,564,14484,60,Master,21,Employed,Single,2,Mortgage,604,0.220026523,7,1,0.236201644,0,Debt Consolidation,0,34,29,1199,2162,258872,30865,8181.666667,0.869936853,3,228007,0.237484,0.22800955,406.656111,0.123526923,1,37.6
10/19/2019,40,43176,643,18143,24,Master,18,Self-Employed,Married,1,Mortgage,185,0.148116104,3,1,0.394072829,0,Debt Consolidation,0,23,18,6246,1841,105567,33647,3598,0.858666155,7,71920,0.171643,0.18274826,908.1840214,0.303831023,0,52
10/20/2019,39,27380,616,16602,72,Bachelor,13,Employed,Married,1,Rent,348,0.060561798,3,1,0.142647673,0,Education,0,27,12,6263,2276,26359,7565,2281.666667,0.875293958,11,18794,0.223602,0.1788816,377.6060492,0.3180158,0,48
10/21/2019,42,21588,508,22746,36,Bachelor,21,Employed,Married,2,Rent,898,0.108953805,4,1,0.429934067,0,Education,0,18,20,6526,560,122258,38122,1799,0.876386636,4,84136,0.253746,0.3044952,971.2123942,1.039028568,0,55
10/22/2019,38,49512,467,25407,48,Master,11,Employed,Married,0,Rent,833,0.032736846,1,0,0.088108982,0,Other,0,23,28,2595,2338,81898,38928,4126,0.738460905,4,42970,0.286907,0.252232725,845.5901475,0.406832319,0,50
10/23/2019,33,139885,573,17616,24,High School,8,Employed,Married,4,Other,894,0.159094881,8,0,0.286941676,0,Home,0,24,27,1595,410,15065,21614,11657.08333,0.667181122,7,5257,0.206116,0.170326822,871.2515855,0.151431669,1,39.2
10/24/2019,33,35355,505,21412,24,Bachelor,10,Unemployed,Divorced,4,Rent,298,0.080331671,2,1,0.470297181,0,Debt Consolidation,0,22,19,10637,2001,35054,106290,2946.25,0.544922702,5,9251,0.243912,0.246501457,1139.035886,0.487750831,0,59
10/25/2019,39,44765,575,18618,48,Master,15,Self-Employed,Married,1,Mortgage,254,0.304878956,4,0,0.769608615,0,Home,0,17,13,3420,1836,9559,34364,3730.416667,0.840390067,8,4129,0.226118,0.252408583,619.8231361,0.234242771,0,62
10/26/2019,33,51765,556,10629,48,High School,12,Employed,Married,2,Rent,404,0.116977915,1,1,0.195530027,0,Auto,0,32,13,5608,2027,242352,42892,4313.75,0.933027964,6,199460,0.227629,0.25844765,357.4535773,0.176517781,0,45
10/27/2019,31,33605,558,26551,36,High School,9,Employed,Married,5,Rent,410,0.319232905,3,1,0.298429355,0,Home,0,27,26,1682,12045,460604,12432,2800.416667,0.75757875,8,448172,0.232551,0.206344684,995.3346035,0.501830538,0,47
10/28/2019,41,91706,518,39269,36,Associate,16,Employed,Single,2,Mortgage,253,0.292517891,4,4,0.476067242,0,Auto,1,24,8,5985,700,118930,8433,7642.166667,0.82381828,3,110497,0.265269,0.249960958,1561.247518,0.237399627,0,58
10/29/2019,36,128392,649,27330,48,Master,15,Employed,Widowed,3,Rent,313,0.559848686,5,2,0.478693573,0,Auto,0,29,7,7038,1286,189694,9173,10699.33333,0.969360482,6,180521,0.19783,0.237396,887.0783547,0.112163844,1,39.2
10/30/2019,58,109042,608,11483,84,Bachelor,33,Employed,Divorced,0,Other,361,0.083313104,3,0,0.440933167,0,Home,0,25,3,4270,1185,44389,31838,9086.833333,0.817496186,4,12551,0.232483,0.232914815,278.2293012,0.070346762,1,43.2
10/31/2019,18,73648,460,35106,120,Bachelor,0,Employed,Married,1,Mortgage,660,0.263266734,5,3,0.31826735,0,Home,0,31,21,600,413,107524,4652,6137.333333,0.953074949,9,102872,0.360106,0.392441229,1172.754738,0.298623953,0,50
11/1/2019,53,42478,552,10463,72,Master,33,Employed,Widowed,2,Other,597,0.38350691,5,0,0.13883518,0,Education,0,23,6,1789,3632,27296,30757,3539.833333,0.972211951,7,5996,0.249463,0.221873324,264.0593693,0.243248562,0,53
11/2/2019,54,25911,571,10751,60,Associate,28,Employed,Single,4,Rent,544,0.321581429,2,1,0.308585947,0,Home,0,18,25,4872,838,15047,65767,2159.25,0.841848082,5,5576,0.230251,0.244892143,312.3447689,0.396593618,0,56
11/3/2019,18,27112,432,32743,72,Master,0,Employed,Divorced,0,Mortgage,821,0.531712083,1,1,0.345401996,0,Home,0,16,17,14969,2120,48699,8253,2259.333333,0.794939537,4,40446,0.331743,0.378835977,1157.134465,0.875539008,0,57
11/4/2019,35,54015,612,13313,60,High School,14,Employed,Single,3,Mortgage,298,0.196420715,1,2,0.245499484,0,Auto,0,25,6,13453,143,80818,3399,4501.25,0.754604368,4,77419,0.212313,0.202899402,354.8642569,0.145040657,0,48
11/5/2019,35,32033,585,24194,12,Bachelor,10,Employed,Divorced,2,Mortgage,302,0.4480198,4,1,0.359984157,0,Debt Consolidation,0,23,21,3257,162,127782,80487,2669.416667,0.910957304,5,47295,0.196694,0.225888348,2271.284384,0.963987532,0,56
11/6/2019,23,52574,521,8404,60,High School,0,Employed,Widowed,1,Own,445,0.363023486,8,0,0.327206977,0,Home,0,23,6,2647,978,18865,18144,4381.166667,0.798891993,5,2994,0.252904,0.274728608,258.9993435,0.160687643,0,56
11/7/2019,30,47517,514,23102,60,High School,6,Employed,Married,2,Rent,288,0.477329178,5,1,0.167915579,0,Home,0,25,22,1067,3491,137641,30276,3959.75,0.91589531,5,107365,0.271102,0.288116721,730.6541871,0.257252146,0,48
11/8/2019,26,15000,580,10046,72,High School,5,Employed,Married,2,Mortgage,1281,0.047381244,4,1,0.358420708,0,Home,0,28,10,2588,384,36877,19060,1250,0.909070047,3,17817,0.235046,0.230965895,258.9972354,1.231997788,0,55
11/9/2019,61,113474,584,14794,48,Associate,39,Employed,Single,1,Rent,216,0.017973138,2,0,0.314797894,1,Debt Consolidation,0,19,7,2338,1939,83363,13592,9456.166667,0.772287084,6,69771,0.217794,0.23700414,479.8646222,0.073588447,0,63
11/10/2019,51,49531,658,29662,84,Master,28,Self-Employed,Widowed,0,Rent,320,0.47467632,4,0,0.425666632,0,Education,0,33,3,2483,1026,40624,10232,4127.583333,0.802107563,9,30392,0.225662,0.225302738,704.6044459,0.248233497,0,58
11/11/2019,55,95184,567,26760,12,Bachelor,31,Employed,Married,1,Other,330,0.422299279,6,0,0.077618345,1,Other,0,21,29,1435,306,195459,10279,7932,0.864739631,5,185180,0.20826,0.188638145,2464.371088,0.352290858,1,46.4
11/12/2019,48,30046,605,13814,60,High School,27,Employed,Married,1,Own,134,0.067297155,6,1,0.521968331,0,Auto,0,19,22,3072,910,12542,22641,2503.833333,0.948366161,4,6190,0.216314,0.227044798,387.0813033,0.208113414,0,55
11/13/2019,26,28744,544,12170,84,Doctorate,3,Employed,Single,2,Rent,530,0.25537401,1,1,0.33532474,0,Home,0,17,1,7807,22896,126313,84869,2395.333333,0.918216082,7,41444,0.26517,0.24999754,308.0406948,0.349863914,0,60
11/14/2019,33,20725,495,18023,120,High School,10,Employed,Widowed,4,Rent,968,0.498130211,2,5,0.173394375,0,Debt Consolidation,0,28,15,2067,401,30961,86942,1727.083333,0.982453836,3,10017,0.325523,0.358096947,554.0925037,0.881308084,0,53
11/15/2019,45,25324,553,14075,60,Doctorate,20,Employed,Widowed,2,Mortgage,596,0.300854677,6,2,0.138241945,0,Home,1,22,22,1118,26657,168916,24125,2110.333333,0.849335557,4,144791,0.242575,0.232067225,398.4543536,0.471230937,0,54
11/16/2019,25,21031,564,33692,24,Master,1,Unemployed,Divorced,1,Mortgage,659,0.138322848,4,1,0.507922699,0,Other,0,23,2,2865,1426,21469,112864,1752.583333,0.804408293,5,1386,0.226692,0.24894973,1796.418321,1.401027999,0,66
11/17/2019,48,74876,615,26826,12,Bachelor,29,Employed,Divorced,2,Rent,385,0.1315828,2,1,0.268682345,0,Other,0,23,27,9915,1473,11388,36316,6239.666667,0.745557422,8,8630,0.184326,0.186741475,2468.022425,0.457239557,0,48
11/18/2019,37,25003,613,17505,36,High School,15,Employed,Single,0,Mortgage,905,0.29665228,0,3,0.155350856,0,Home,0,18,27,1203,570,23530,7224,2083.583333,0.897655696,7,16306,0.196005,0.222776152,671.040547,0.756408694,0,49
11/19/2019,35,67123,570,25746,48,Bachelor,14,Employed,Single,1,Rent,440,0.138773032,1,1,0.24868244,0,Debt Consolidation,0,23,25,2825,668,36682,15561,5593.583333,0.869668843,3,21121,0.235746,0.233421968,830.0316543,0.22705153,0,51
11/20/2019,48,62946,603,16992,60,Master,24,Employed,Married,1,Other,604,0.096324971,2,2,0.35036805,0,Home,0,22,25,5850,937,19775,69475,5245.5,0.681118811,6,9088,0.220492,0.212950098,462.5150093,0.20331999,0,50
11/21/2019,45,73372,615,40928,36,Associate,21,Employed,Married,2,Other,434,0.04312378,3,1,0.387337707,0,Other,0,31,24,1249,1274,72078,71234,6114.333333,0.628461829,3,1878,0.218428,0.189416978,1499.051409,0.316150806,0,50
11/22/2019,35,19084,455,20050,60,High School,12,Unemployed,Married,5,Mortgage,414,0.347283172,2,1,0.360336528,0,Auto,0,19,19,1005,2158,85927,122204,1590.333333,0.733893405,7,4507,0.29755,0.245611578,583.346817,0.627130675,0,59
11/23/2019,53,125742,678,11847,72,Master,31,Employed,Single,1,Mortgage,359,0.298487371,4,0,0.527824543,0,Education,0,22,6,814,998,72453,36018,10478.5,0.945325432,6,36435,0.187847,0.17632977,267.7516662,0.059813109,1,41.6
11/24/2019,27,28965,562,13218,36,Bachelor,4,Employed,Single,2,Rent,223,0.449426148,2,3,0.297295293,0,Auto,0,34,3,739,582,198242,14731,2413.75,0.771388635,6,183511,0.217218,0.243891266,521.2842986,0.308351859,0,54
11/25/2019,47,15000,609,8882,48,High School,24,Employed,Married,0,Rent,307,0.315611944,7,0,0.236382587,0,Debt Consolidation,1,30,14,1060,586,238276,7517,1250,0.774986357,7,230759,0.199382,0.221946094,280.7762307,0.470220985,0,53
11/26/2019,47,82837,528,14624,72,Master,26,Employed,Single,1,Own,358,0.171558655,4,1,0.244285653,0,Education,0,22,8,10880,1771,38298,16225,6903.083333,0.866758106,9,22073,0.265624,0.263994359,406.5796613,0.110759153,1,40.8
11/27/2019,36,35542,614,14225,120,Master,16,Employed,Single,3,Mortgage,760,0.021309694,4,1,0.230790219,0,Education,0,25,23,4678,2619,58994,7729,2961.833333,0.797590524,9,51265,0.262225,0.269159842,343.0153867,0.372409674,0,47
11/28/2019,43,127305,607,12205,36,Associate,25,Self-Employed,Single,0,Rent,159,0.270423234,4,1,0.259332092,0,Other,0,29,9,498,514,13467,218676,10608.75,0.9217083,4,9433,0.193705,0.212792819,461.5761764,0.058496635,1,40.8
11/29/2019,24,41674,545,18773,48,High School,0,Self-Employed,Married,1,Other,115,0.41322248,3,2,0.496725844,0,Education,1,25,4,2053,559,24372,53978,3472.833333,0.803144175,2,1129,0.241273,0.258043423,630.9102404,0.214784347,0,70
11/30/2019,51,48370,598,18301,12,Bachelor,28,Employed,Married,3,Rent,369,0.045257395,3,1,0.195907228,0,Home,0,20,7,1463,548,81606,27813,4030.833333,0.913274316,3,53793,0.184301,0.173251336,1671.963277,0.506337799,0,49
12/1/2019,37,51737,499,34832,60,Associate,14,Employed,Single,2,Other,723,0.027337668,2,0,0.351913929,0,Auto,0,27,8,3947,178,51075,4705,4311.416667,0.655214744,9,46370,0.290332,0.288451048,1102.350439,0.423376022,0,54
12/2/2019,33,28795,544,9774,12,High School,8,Unemployed,Divorced,4,Mortgage,504,0.361512294,7,0,0.432269261,0,Education,0,19,16,1882,5946,89481,18275,2399.583333,0.780133093,3,71206,0.202774,0.212890753,911.4505961,0.58987349,0,59
12/3/2019,52,203812,692,26006,72,Master,32,Employed,Married,2,Mortgage,267,0.248314446,5,1,0.131973961,0,Home,0,18,26,3876,2342,339541,12791,16984.33333,0.770803633,5,326750,0.195006,0.181935834,595.9889248,0.05081088,1,28.8
